date,retail_gas_price,regular_gas_price,premium_gas_price,europe_brent,wti,oil_supply,crude_oil_production
2013/03,3.792,3.711,4.016,108.47,92.94,16876.0,6672.739
2013/04,3.647,3.57,3.876,102.25,92.02,5445.0,6849.11
2013/05,3.682,3.615,3.888,102.56,94.51,13615.0,6810.24
2013/06,3.693,3.626,3.909,102.92,95.77,19628.0,6790.944
2013/07,3.687,3.591,3.904,107.93,104.67,14874.0,7031.369
2013/08,3.658,3.574,3.896,111.28,106.57,12188.0,7103.976
2013/09,3.616,3.532,3.855,111.6,106.29,12718.0,7326.178
2013/10,3.434,3.344,3.684,109.08,100.54,11186.0,7237.112
2013/11,3.31,3.243,3.597,107.79,93.86,14935.0,7380.943
2013/12,3.333,3.276,3.637,110.76,97.63,8040.0,7382.412
2014/01,3.378,3.313,3.671,108.12,94.62,12231.0,7531.11
2014/02,3.422,3.356,3.707,108.9,100.82,15061.0,7636.914
2014/03,3.59,3.533,3.86,107.48,100.8,9762.0,7762.716
2014/04,3.717,3.661,3.991,107.76,102.07,16487.0,7984.514
2014/05,3.745,3.673,4.017,109.54,102.18,18287.0,8119.568
2014/06,3.75,3.692,4.024,111.8,105.79,7830.0,8261.707
2014/07,3.69,3.611,3.955,106.77,103.59,6190.0,8423.507
2014/08,3.54,3.487,3.833,101.61,96.54,13190.0,8521.597
2014/09,3.463,3.406,3.755,97.09,93.21,2728.0,8604.268
2014/10,3.241,3.171,3.543,87.43,84.4,5563.0,8763.21
2014/11,2.945,2.912,3.29,79.44,75.79,10632.0,8809.221
2014/12,2.618,2.543,2.943,62.34,59.29,14635.0,9051.572
2015/01,2.17,2.116,2.525,47.76,47.22,15844.0,8888.13
2015/02,2.308,2.216,2.594,58.1,50.58,8579.0,9021.941
2015/03,2.544,2.464,2.829,55.89,47.82,-100.0,9079.555
2015/04,2.545,2.469,2.845,59.52,54.45,15399.0,9151.521
2015/05,2.832,2.718,3.087,64.08,59.27,10773.0,9008.639
2015/06,2.889,2.802,3.17,61.48,59.82,11618.0,8915.066
2015/07,2.893,2.794,3.172,56.56,50.9,13421.0,8997.501
2015/08,2.745,2.636,3.03,46.52,42.87,8130.0,9007.916
2015/09,2.463,2.365,2.79,47.62,45.48,5186.0,9018.385
2015/10,2.357,2.29,2.718,48.43,46.22,14585.0,8909.233
2015/11,2.249,2.158,2.611,44.27,42.44,9845.0,8814.184
2015/12,2.125,2.038,2.509,38.01,37.19,-1541.0,8759.099
2016/01,2.034,1.949,2.424,30.7,31.68,17997.0,8686.881
2016/02,1.833,1.764,2.242,32.18,30.32,6653.0,8557.878
2016/03,2.021,1.969,2.421,38.21,37.55,5746.0,8577.507
2016/04,2.196,2.113,2.566,41.58,40.75,13325.0,8382.01
2016/05,2.324,2.268,2.724,46.74,46.71,17681.0,8328.696
2016/06,2.422,2.366,2.816,48.25,48.76,16966.0,8200.893
2016/07,2.287,2.239,2.708,44.95,44.65,11816.0,8225.889
2016/08,2.218,2.178,2.649,45.84,44.72,18916.0,8225.392
2016/09,2.269,2.219,2.698,46.57,45.18,6948.0,8090.949
2016/10,2.304,2.249,2.734,49.52,49.78,11343.0,8344.782
2016/11,2.246,2.182,2.685,44.73,45.66,2702.0,8391.613
2016/12,2.289,2.254,2.751,53.31,51.97,10930.0,8324.945
2017/01,2.409,2.349,2.839,54.58,52.5,11579.0,8355.685
2017/02,2.36,2.304,2.8,54.87,53.47,14382.0,8592.631
2017/03,2.386,2.325,2.819,51.59,49.33,4929.0,8666.613
2017/04,2.479,2.417,2.907,52.31,51.06,11871.0,8589.516
2017/05,2.448,2.391,2.885,50.33,48.48,14144.0,8700.167
2017/06,2.4,2.347,2.849,46.37,45.18,11813.0,8673.045
2017/07,2.344,2.3,2.805,48.48,46.63,21862.0,8843.145
2017/08,2.436,2.38,2.884,51.7,48.04,2470.0,8813.254
2017/09,2.688,2.645,3.161,56.15,49.82,12240.0,9051.435
2017/10,2.545,2.505,3.019,57.51,51.58,5320.0,9161.414
2017/11,2.608,2.564,3.067,62.71,56.64,11141.0,9577.987
2017/12,2.521,2.477,2.992,64.37,57.88,8342.0,9480.517
2018/01,2.596,2.555,3.07,69.08,63.7,5468.0,9490.619
2018/02,2.632,2.587,3.106,65.32,62.23,6338.0,9747.688
2018/03,2.631,2.591,3.109,66.02,62.73,24522.0,9976.383
2018/04,2.795,2.757,3.268,72.11,66.25,14350.0,9998.963
2018/05,2.963,2.901,3.46,76.98,69.98,22654.0,9961.032
2018/06,2.97,2.891,3.48,74.41,67.87,12752.0,10154.204
2018/07,2.93,2.849,3.441,74.25,70.98,25719.0,10508.703
2018/08,2.919,2.836,3.421,72.53,68.06,7681.0,10955.819
2018/09,2.93,2.836,3.428,78.89,70.23,13948.0,10991.907
2018/10,2.945,2.86,3.472,81.03,70.75,10286.0,11067.405
2018/11,2.733,2.647,3.294,64.75,56.96,19973.0,11409.792
2018/12,2.479,2.366,3.03,57.36,49.52,22064.0,11508.087
2019/01,2.352,2.248,2.904,59.41,51.38,14019.0,11368.787
2019/02,2.412,2.309,2.936,63.96,54.95,20939.0,11191.242
2019/03,2.62,2.516,3.107,66.14,58.15,11238.0,11456.234
2019/04,2.894,2.798,3.417,71.23,63.86,20046.0,11659.227
2019/05,2.963,2.859,3.505,71.32,60.83,25355.0,11688.741
2019/06,2.814,2.716,3.364,64.22,54.66,18791.0,11632.779
2019/07,2.836,2.74,3.362,63.92,57.35,17117.0,11370.596
2019/08,2.716,2.621,3.261,59.04,54.81,14441.0,12043.024
2019/09,2.694,2.592,3.251,62.83,56.95,14444.0,12045.794
2019/10,2.741,2.627,3.335,59.71,53.96,22392.0,12197.769
2019/11,2.687,2.598,3.297,63.21,57.03,26099.0,12375.669
2019/12,2.652,2.555,3.217,67.31,59.88,11710.0,12320.727
2020/01,2.631,2.548,3.192,63.65,57.52,25813.0,12272.372
2020/02,2.53,2.442,3.108,55.66,50.54,24016.0,12268.936
2020/03,2.334,2.234,2.924,32.01,29.21,24718.0,12267.515
2020/04,1.946,1.841,2.549,18.38,16.55,8379.0,11547.273
2020/05,1.946,1.87,2.542,29.38,28.56,11220.0,9614.665
2020/06,2.141,2.082,2.731,40.27,38.31,14085.0,10081.154
2020/07,2.243,2.183,2.834,43.24,40.71,16680.0,10528.65
2020/08,2.245,2.182,2.842,44.74,42.34,27405.0,10140.248
2020/09,2.26,2.183,2.848,40.91,39.63,9966.0,10428.743
2020/10,2.228,2.158,2.822,40.19,39.4,19541.0,9979.381
2020/11,2.159,2.108,2.782,42.69,40.94,16359.0,10703.731
2020/12,2.235,2.195,2.85,49.99,47.02,12752.0,10624.94
2021/01,2.391,2.334,2.975,54.77,52.0,23222.0,10597.538
2021/02,2.559,2.501,3.14,62.28,59.04,13831.0,9316.459
2021/03,2.856,2.81,3.454,65.41,62.33,18469.0,10734.535
2021/04,2.907,2.858,3.519,64.81,61.72,33778.0,10722.489
2021/05,3.041,2.985,3.652,68.53,65.17,27054.0,10506.953
2021/06,3.245,3.064,3.744,73.16,71.38,,10709.293
